domain_accession,n_proteins,n_instances,n_species,n_clades,n_reviewed_carriers,species_list,n_unreviewed_carriers,reviewed_fraction,pct_of_proteome,instances_per_carrier,domain_name,description,clan_accession,clan_id
PF16589,2,2,2,2,2,Plasmodium falciparum; Plasmodium yoelii,0,1.0,0.259,1.0,BRCT_2,BRCT domain,CL0459,BRCT-like
PF07714,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,PK_Tyr_Ser-Thr,Protein tyrosine and serine/threonine kinase,CL0016,PKinase
PF21550,2,2,2,2,2,Plasmodium falciparum; Plasmodium yoelii,0,1.0,0.259,1.0,MTIP_N,"Myosin A tail domain interacting protein, N-terminal",CL0220,EF_hand
PF12775,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,AAA_7,P-loop containing dynein motor region,CL0023,P-loop_NTPase
PF17830,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,STI1-HOP_DP,"STI1/HOP, DP domain",,
PF05193,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Peptidase_M16_C,Peptidase M16 inactive domain,CL0094,Peptidase_ME
PF17852,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Dynein_AAA_lid,Dynein heavy chain AAA lid domain,,
PF09716,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,ETRAMP,Malarial early transcribed membrane protein (ETRAMP),,
PF05000,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,RNA_pol_Rpb1_4,"RNA polymerase Rpb1, domain 4",,
PF18198,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,AAA_lid_11,Dynein heavy chain AAA lid domain,CL0671,AAA_lid
PF18199,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Dynein_C,Dynein heavy chain C-terminal domain,,
PF04983,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,RNA_pol_Rpb1_3,"RNA polymerase Rpb1, domain 3",,
PF12774,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,AAA_6,Hydrolytic ATP binding site of dynein motor region,CL0023,P-loop_NTPase
PF04051,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,TRAPP,Transport protein particle (TRAPP) component,CL0210,HNOX-like
PF20428,2,2,2,2,2,Plasmodium falciparum; Plasmodium knowlesi,0,1.0,0.259,1.0,Sey1_3HB,Sey1 three-helix bundle domain,,
PF09687,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,PRESAN,Plasmodium RESA N-terminal,,
PF00004,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,AAA,ATPase family associated with various cellular activities (AAA),CL0023,P-loop_NTPase
PF00491,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,Arginase,Arginase family,CL0302,Arginase
PF00675,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Peptidase_M16,Insulinase (Peptidase family M16),CL0094,Peptidase_ME
PF00690,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Cation_ATPase_N,"Cation transporter/ATPase, N-terminus",,
PF00118,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Cpn60_TCP1,TCP-1/cpn60 chaperonin family,,
PF00121,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,TIM,Triosephosphate isomerase,CL0036,TIM_barrel
PF01588,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,tRNA_bind,Putative tRNA binding domain,CL0021,OB
PF00149,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,Metallophos,Calcineurin-like phosphoesterase,CL0163,Calcineurin
PF01566,2,2,2,2,2,Plasmodium falciparum; Plasmodium yoelii,0,1.0,0.259,1.0,Nramp,Natural resistance-associated macrophage protein-like,CL0062,APC
PF00156,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Pribosyltran,Phosphoribosyl transferase domain,CL0533,PRTase-like
PF01490,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,Aa_trans,Transmembrane amino acid transporter protein,CL0062,APC
PF00810,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,ER_lumen_recept,ER lumen protein retaining receptor,CL0141,MtN3-like
PF00168,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,C2,C2 domain,CL0154,C2
PF00856,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,SET,SET domain,CL0489,SAF
PF00317,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Ribonuc_red_lgN,"Ribonucleotide reductase, all-alpha domain",,
PF00271,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Helicase_C,Helicase conserved C-terminal domain,CL0023,P-loop_NTPase
PF00883,2,2,2,2,2,Plasmodium falciparum; Plasmodium vivax,0,1.0,0.259,1.0,Peptidase_M17,"Cytosol aminopeptidase family, catalytic domain",CL0865,ZnExoPePases
PF00268,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Ribonuc_red_sm,"Ribonucleotide reductase, small chain",CL0044,Ferritin
PF01367,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,5_3_exonuc,"5'-3' exonuclease, C-terminal SAM fold",CL0464,5_3_exonuc_C
PF01264,2,2,2,2,2,Plasmodium falciparum; Plasmodium vivax,0,1.0,0.259,1.0,Chorismate_synt,Chorismate synthase,,
PF01261,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,AP_endonuc_2,Xylose isomerase-like TIM barrel,CL0036,TIM_barrel
PF01088,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Peptidase_C12,"Ubiquitin carboxyl-terminal hydrolase, family 1",CL0125,Peptidase_CA
PF01233,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,NMT,"Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain",CL0257,Acetyltrans
PF01106,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,NifU,NifU-like domain,CL0232,NifU
PF00689,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Cation_ATPase_C,"Cation transporting ATPase, C-terminus",,
PF01174,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,SNO,SNO glutamine amidotransferase family,CL0014,Glutaminase_I
PF02146,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,SIR2,Sir2 family,CL0063,NADP_Rossmann
PF00006,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,ATP-synt_ab,"ATP synthase alpha/beta family, nucleotide-binding domain",CL0023,P-loop_NTPase
PF01988,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,VIT1,VIT family,,
PF00428,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Ribosomal_60s,60s Acidic ribosomal protein,,
PF00557,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Peptidase_M24,Metallopeptidase family M24,,
PF00650,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,CRAL_TRIO,CRAL/TRIO domain,CL0512,CRAL_TRIO
PF00575,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,S1,S1 RNA binding domain,CL0021,OB
PF02463,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,SMC_N,RecF/RecN/SMC N terminal domain,CL0023,P-loop_NTPase
PF00656,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,Peptidase_C14,Caspase domain,CL0093,Peptidase_CD
PF01702,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,TGT,Queuine tRNA-ribosyltransferase,CL0036,TIM_barrel
PF00587,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,tRNA-synt_2b,"tRNA synthetase class II core domain (G, H, P, S and T)",CL0040,tRNA_synt_II
PF00071,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,Ras,Ras family,CL0023,P-loop_NTPase
PF01680,2,2,2,2,2,Plasmodium berghei; Plasmodium falciparum,0,1.0,0.259,1.0,SOR_SNZ,SOR/SNZ family,CL0036,TIM_barrel
PF01896,2,2,1,1,2,Plasmodium falciparum,0,1.0,0.259,1.0,DNA_primase_S,DNA primase small subunit,CL0243,AEP
PF15801,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,zf-C6H2,"zf-MYND-like zinc finger, mRNA-binding",CL0175,TRASH
PF14580,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,LRR_9,Leucine-rich repeat,CL0022,LRR
PF14630,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,ORC5_C,Origin recognition complex (ORC) subunit 5 C-terminus,CL0123,HTH
PF13414,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,TPR_11,TPR repeat,CL0020,TPR
PF13238,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,AAA_18,AAA domain,CL0023,P-loop_NTPase
PF16188,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Peptidase_M24_C,C-terminal region of peptidase_M24,,
PF00270,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DEAD,DEAD/DEAH box helicase,CL0023,P-loop_NTPase
PF16189,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Creatinase_N_2,Creatinase/Prolidase N-terminal domain,CL0356,AMP_N-like
PF00479,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,G6PD_N,"Glucose-6-phosphate dehydrogenase, NAD binding domain",CL0063,NADP_Rossmann
PF16211,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Histone_H2A_C,C-terminus of histone H2A,,
PF13041,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PPR_2,PPR repeat family ,CL0020,TPR
PF00476,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DNA_pol_A,DNA polymerase family A,,
PF00464,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,SHMT,Serine hydroxymethyltransferase,CL0061,PLP_aminotran
PF00466,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Ribosomal_L10,Ribosomal protein L10,,
PF14260,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,zf-C4pol,C4-type zinc-finger of DNA polymerase delta,,
PF13959,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,CTE_SPB4,"ATP-dependent rRNA helicase SPB4-like, C-terminal extension",,
PF13405,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,EF-hand_6,EF-hand domain,CL0220,EF_hand
PF13921,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Myb_DNA-bind_6,Myb-like DNA-binding domain,CL0123,HTH
PF00342,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PGI,Phosphoglucose isomerase,CL0067,SIS
PF00436,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,SSB,Single-strand binding protein family,CL0021,OB
PF13649,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Methyltransf_25,Methyltransferase domain,CL0063,NADP_Rossmann
PF13646,1,1,1,1,1,Plasmodium vivax,0,1.0,0.129,1.0,HEAT_2,HEAT repeats,CL0020,TPR
PF13365,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Trypsin_2,Trypsin-like peptidase domain,CL0124,Peptidase_PA
PF00349,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Hexokinase_1,Hexokinase,CL0108,Actin_ATPase
PF00254,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,FKBP_C,FKBP-type peptidyl-prolyl cis-trans isomerase,CL0487,FKBP
PF13481,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,AAA_25,AAA domain,CL0023,P-loop_NTPase
PF00352,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,TBP,"Transcription factor TFIID (or TATA-binding protein, TBP)",CL0407,TBP-like
PF13432,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,TPR_16,Tetratricopeptide repeat,CL0020,TPR
PF00350,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Dynamin_N,Dynamin family,CL0023,P-loop_NTPase
PF02493,1,1,1,1,1,Plasmodium berghei,0,1.0,0.129,1.0,MORN,MORN repeat,CL0251,MORN
PF00244,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,14-3-3,14-3-3 protein,CL0020,TPR
PF24055,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,POL3_N,"DNA polymerase delta catalytic subunit-like, N-terminal domain",,
PF00117,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,GATase,Glutamine amidotransferase class-I,CL0014,Glutaminase_I
PF22594,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,GTP-eEF1A_C,GTP-eEF1A C-terminal domain-like,CL0740,GCV_T_C
PF22597,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DYN_lid,"Dynein heavy chain, ATPase lid domain",CL0671,AAA_lid
PF22606,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Cdc6-ORC-like_ATPase_lid,"Cdc6/ORC-like, ATPase lid domain",CL0671,AAA_lid
PF00111,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Fer2,2Fe-2S iron-sulfur cluster binding domain,CL0486,Fer2
PF00097,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,zf-C3HC4,"Zinc finger, C3HC4 type (RING finger)",CL0229,RING
PF00023,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Ank,Ankyrin repeat,CL0465,Ank
PF23511,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,ISD11,ISD11 family,CL0491,LYR-like
PF23634,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PH_CERLI1,CERLI1-like PH domain,CL0266,PH
PF24161,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,CCDC39,Coiled-coil domain-containing protein 39,,
PF16830,1,1,1,1,1,Plasmodium vivax,0,1.0,0.129,1.0,NBD94,Nucleotide-Binding Domain 94 of RH,,
PF24652,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,CEP76_C,Centrosomal protein of 76 kDa C-terminal domain,CL0659,CAP
PF24656,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,CEPT76_peptidase,CEP76 peptidase-like domain,CL0125,Peptidase_CA
PF24681,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Kelch_KLHDC2_KLHL20_DRC7,KLHDC2/KLHL20/DRC7 Kelch-repeats domain,CL0186,Beta_propeller
PF27570,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,TOF-1-like_helical,"TOF1-like, helical domain",,
PF27571,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PF3D7_0210200_7th,PF3D7_0210200 7th domain,,
PF27586,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PF3D7_0210200_N,PF3D7_0210200 N-terminal domain,,
PF27587,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PF3D7_0210200_HH,PF3D7_0210200 helix hairpin domain,,
PF27588,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PF3D7_0210200_6th,PF3D7_0210200 sixth domain,,
PF27589,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PF3D7_0210200_C,PF3D7_0210200 C-terminal domain,,
PF00125,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Histone,Core histone H2A/H2B/H3/H4 domain,CL0012,Histone
PF21639,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,ORC5_lid,"ORC5, lid domain",CL0671,AAA_lid
PF00136,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DNA_pol_B,DNA polymerase family B,CL0194,DNA_pol_B-like
PF21369,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,STL11_N,"STL11, N-terminal",CL0229,RING
PF00216,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Bac_DNA_binding,Bacterial DNA-binding protein,CL0548,IHF-likeDNA-bdg
PF16886,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,ATP-synt_ab_Xtn,ATPsynthase alpha/beta subunit barrel-sandwich domain,CL0105,Hybrid
PF16898,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,TOPRIM_C,C-terminal associated domain of TOPRIM,,
PF12781,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,AAA_9,ATP-binding dynein motor region,CL0023,P-loop_NTPase
PF17759,1,1,1,1,1,Plasmodium vivax,0,1.0,0.129,1.0,tRNA_synthFbeta,Phenylalanyl tRNA synthetase beta chain CLM domain,CL0040,tRNA_synt_II
PF17777,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,RL10P_insert,Insertion domain in 60S ribosomal protein L10P,,
PF17815,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PDZ_3,PDZ domain,CL0466,PDZ-like
PF00204,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DNA_gyraseB,DNA gyrase B,CL0329,S5
PF00183,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,HSP90,Hsp90 protein,,
PF17857,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,AAA_lid_1,AAA+ lid domain,CL0671,AAA_lid
PF17862,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,AAA_lid_3,AAA+ lid domain,CL0671,AAA_lid
PF17900,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Peptidase_M1_N,Peptidase M1 N-terminal domain,CL0672,p35
PF00176,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,SNF2-rel_dom,SNF2-related domain,CL0023,P-loop_NTPase
PF00175,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,NAD_binding_1,Oxidoreductase NAD-binding domain ,CL0091,NAD_Ferredoxin
PF00162,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PGK,Phosphoglycerate kinase,,
PF18253,1,1,1,1,1,Plasmodium berghei,0,1.0,0.129,1.0,HipN,Hsp70-interacting protein N N-terminal domain,,
PF18262,1,1,1,1,1,Plasmodium vivax,0,1.0,0.129,1.0,PhetRS_B1,Phe-tRNA synthetase beta subunit B1 domain,CL0123,HTH
PF00153,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Mito_carr,Mitochondrial carrier protein,,
PF18638,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,CyRPA,Cysteine-Rich Protective Antigen 6 bladed domain,CL0186,Beta_propeller
PF17432,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DUF3458_C,Domain of unknown function (DUF3458_C) ARM repeats,CL0020,TPR
PF00642,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,zf-CCCH,Zinc finger C-x8-C-x5-C-x3-H type (and similar),CL0537,CCCH_zf
PF00501,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,AMP-binding,AMP-binding enzyme,CL0378,ANL
PF00510,1,1,1,1,1,Plasmodium vivax,0,1.0,0.129,1.0,COX3,Cytochrome c oxidase subunit III,,
PF03357,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Snf7,Snf7,CL0235,PspA
PF01612,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DNA_pol_A_exo1,3'-5' exonuclease,CL0219,RNase_H
PF01592,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,NifU_N,NifU-like N terminal domain,CL0233,SufE_NifU
PF03483,1,1,1,1,1,Plasmodium vivax,0,1.0,0.129,1.0,B3_4,B3/4 domain,CL0383,PheT-TilS
PF03484,1,1,1,1,1,Plasmodium vivax,0,1.0,0.129,1.0,B5,tRNA synthetase B5 domain,CL0123,HTH
PF03607,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DCX,Doublecortin,CL0072,Ubiquitin
PF03643,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Vps26,Vacuolar protein sorting-associated protein 26 ,CL0135,Arrestin_N-like
PF03727,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Hexokinase_2,Hexokinase,CL0108,Actin_ATPase
PF01535,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PPR,PPR repeat,CL0020,TPR
PF01504,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PIP5K,Phosphatidylinositol-4-phosphate 5-Kinase,CL0016,PKinase
PF01467,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,CTP_transf_like,Cytidylyltransferase-like,CL0039,HUP
PF03987,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Autophagy_act_C,"Autophagocytosis associated protein, active-site domain ",CL0097,TypeIII_Chap
PF03998,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Utp11,Utp11 protein,,
PF01433,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Peptidase_M1,Peptidase family M1 domain,CL0126,Peptidase_MA
PF01409,1,1,1,1,1,Plasmodium vivax,0,1.0,0.129,1.0,tRNA-synt_2d,tRNA synthetases class II core domain (F),CL0040,tRNA_synt_II
PF04073,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,tRNA_edit,Aminoacyl-tRNA editing domain,,
PF04118,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Dopey_N,"Dopey, N-terminal",CL0020,TPR
PF04442,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,CtaG_Cox11,Cytochrome c oxidase assembly protein CtaG/Cox11,,
PF04560,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,RNA_pol_Rpb2_7,"RNA polymerase Rpb2, domain 7",,
PF03332,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,PMM,Eukaryotic phosphomannomutase,CL0137,HAD
PF01658,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Inos-1-P_synth,Myo-inositol-1-phosphate synthase,CL0139,GADPH_aa-bio_dh
PF03143,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,GTP_EFTU_D3,Elongation factor Tu C-terminal domain,CL0740,GCV_T_C
PF02127,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Peptidase_M18,Aminopeptidase I zinc metalloprotease (M18),CL0865,ZnExoPePases
PF02469,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Fasciclin,Fasciclin domain,,
PF02540,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,NAD_synthase,NAD synthase,CL0039,HUP
PF02460,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Patched,Patched SSD,CL0322,RND_permease
PF02580,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Tyr_Deacylase,D-Tyr-tRNA(Tyr) deacylase,,
PF02450,1,1,1,1,1,Plasmodium berghei,0,1.0,0.129,1.0,LCAT,Lecithin:cholesterol acyltransferase,CL0028,AB_hydrolase
PF02401,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,LYTB,LytB protein,,
PF02223,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Thymidylate_kin,Thymidylate kinase,CL0023,P-loop_NTPase
PF02212,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,GED,Dynamin GTPase effector domain,,
PF02781,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,G6PD_C,"Glucose-6-phosphate dehydrogenase, C-terminal domain",CL0139,GADPH_aa-bio_dh
PF03134,1,1,1,1,1,Plasmodium berghei,0,1.0,0.129,1.0,TB2_DP1_HVA22,"TB2/DP1, HVA22 family",,
PF01920,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Prefoldin_2,Prefoldin subunit,CL0200,Prefoldin
PF01780,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Ribosomal_L37ae,Ribosomal L37ae protein family,CL0167,Zn_Beta_Ribbon
PF01751,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Toprim,Toprim domain,CL0413,Toprim-like
PF01734,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Patatin,Patatin-like phospholipase,CL0323,Patatin
PF01725,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Ham1p_like,Ham1 family,CL0269,Maf
PF03054,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,tRNA_Me_trans,tRNA methyl transferase HUP domain,CL0039,HUP
PF03104,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DNA_pol_B_exo1,"DNA polymerase family B, exonuclease domain",CL0219,RNase_H
PF03129,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,HGTP_anticodon,Anticodon binding domain,CL0458,IIaaRS-ABD
PF04565,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,RNA_pol_Rpb2_3,"RNA polymerase Rpb2, domain 3",,
PF04758,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Ribosomal_S30,Ribosomal protein S30,,
PF01388,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,ARID,ARID/BRIGHT DNA binding domain,CL0123,HTH
PF09180,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,ProRS-C_1,"Prolyl-tRNA synthetase, C-terminal",,
PF07728,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,AAA_5,AAA domain (dynein-related subfamily),CL0023,P-loop_NTPase
PF00782,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DSPc,"Dual specificity phosphatase, catalytic domain",CL0031,Phosphatase
PF00719,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Pyrophosphatase,Inorganic pyrophosphatase,,
PF07994,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,NAD_binding_5,Myo-inositol-1-phosphate synthase,CL0063,NADP_Rossmann
PF00717,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Peptidase_S24,Peptidase S24-like,CL0299,Peptidase_SF
PF00704,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,Glyco_hydro_18,Glycosyl hydrolases family 18,CL0036,TIM_barrel
PF08385,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,DHC_N1,"Dynein heavy chain, N-terminal region 1",,
PF08773,1,1,1,1,1,Plasmodium falciparum,0,1.0,0.129,1.0,CathepsinC_exc,Cathepsin C exclusion domain,CL0116,Calycin
