domain_a,domain_b,n_AB,n_A,n_B,N,expected_AB,jaccard,lift,pmi_log2,fisher_p,obligate_pair,same_clan,clan_a,clan_b,q_value,significant_q05,headline_eligible,name_a,name_b
PF10357,PF18131,5,23,5,76215,0.002,0.2174,3313.696,11.694,1.5703921739534234e-18,False,False,CL0123,CL0010,1.6767092745877877e-18,True,True,WH_KIN17,KN17_SH3
PF18131,PF25095,5,5,23,76215,0.002,0.2174,3313.696,11.694,1.5703921739534234e-18,False,False,CL0010,CL0361,1.6767092745877877e-18,True,True,KN17_SH3,C2H2-zf_KIN17
PF27570,PF27586,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,,,1.9253117201058608e-80,True,True,TOF-1-like_helical,PF3D7_0210200_N
PF27571,PF27586,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,,,1.9253117201058608e-80,True,True,PF3D7_0210200_7th,PF3D7_0210200_N
PF27586,PF27587,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,,,1.9253117201058608e-80,True,True,PF3D7_0210200_N,PF3D7_0210200_HH
PF27586,PF27588,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,,,1.9253117201058608e-80,True,True,PF3D7_0210200_N,PF3D7_0210200_6th
PF08767,PF18784,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,CL0020,,1.9253117201058608e-80,True,True,CRM1_C,CRM1_repeat_2
PF18149,PF21188,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,,,1.9253117201058608e-80,True,True,Helicase_PWI,BRR2_plug
PF00580,PF13361,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,True,CL0023,CL0023,1.9253117201058608e-80,True,False,UvrD-helicase,UvrD_C
PF22634,PF22912,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,CL0194,,1.9253117201058608e-80,True,True,POL2_thumb,zf-DPOE
PF22634,PF23250,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,CL0194,,1.9253117201058608e-80,True,True,POL2_thumb,zf_DPOE_2
PF03483,PF18262,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,CL0383,CL0123,1.9253117201058608e-80,True,True,B3_4,PhetRS_B1
PF09734,PF17682,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,CL0123,,1.9253117201058608e-80,True,True,Tau95,Tau95_N
PF05282,PF20981,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,CL0020,,1.9253117201058608e-80,True,True,AAR2,AAR2_1st
PF01172,PF09377,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,,CL0437,1.9253117201058608e-80,True,True,SBDS_N,SBDS_domain_II
PF00328,PF18086,21,22,22,76215,0.006,0.913,3306.849,11.691,7.439282405957257e-81,False,False,CL0071,CL0063,1.9253117201058608e-80,True,True,His_Phos_2,PPIP5K2_N
PF24631,PF24635,20,22,21,76215,0.006,0.8696,3299.351,11.688,2.705320484990614e-76,False,False,CL0159,,6.429913994153515e-76,True,True,DUF7628,DUF7632
PF24632,PF24635,20,22,21,76215,0.006,0.8696,3299.351,11.688,2.705320484990614e-76,False,False,CL0159,,6.429913994153515e-76,True,True,DUF7629,DUF7632
PF24635,PF24639,20,21,22,76215,0.006,0.8696,3299.351,11.688,2.705320484990614e-76,False,False,,CL0159,6.429913994153515e-76,True,True,DUF7632,DUF7634
PF24635,PF24640,20,21,22,76215,0.006,0.8696,3299.351,11.688,2.705320484990614e-76,False,False,,CL0186,6.429913994153515e-76,True,True,DUF7632,DUF7635
PF00988,PF02142,20,22,21,76215,0.006,0.8696,3299.351,11.688,2.705320484990614e-76,False,False,CL0364,,6.429913994153515e-76,True,True,CPSase_sm_chain,MGS
PF01132,PF08207,10,21,11,76215,0.003,0.4545,3299.351,11.688,2.1299812398895587e-36,False,False,CL0021,CL0010,2.6132833040460227e-36,True,True,EFP,EFP_N
PF03343,PF19252,19,22,20,76215,0.006,0.8261,3291.102,11.684,6.543874365271938e-72,False,False,,,1.3684289763842146e-71,True,True,SART-1,HIND
PF08644,PF21091,19,22,20,76215,0.006,0.8261,3291.102,11.684,6.543874365271938e-72,False,False,CL0266,,1.3684289763842146e-71,True,True,SPT16,SPT16_C
PF14826,PF21091,19,22,20,76215,0.006,0.8261,3291.102,11.684,6.543874365271938e-72,False,False,CL0356,,1.3684289763842146e-71,True,True,FACT-Spt16_Nlob,SPT16_C
PF21091,PF24824,19,20,22,76215,0.006,0.8261,3291.102,11.684,6.543874365271938e-72,False,False,,CL0266,1.3684289763842146e-71,True,True,SPT16_C,PH_SPT16
PF06978,PF08170,17,20,20,76215,0.005,0.7391,3239.137,11.661,4.687238744324e-63,False,False,,,7.902538372947144e-63,True,True,POP1_N,POPLD
PF14632,PF14635,12,13,22,76215,0.004,0.5217,3197.832,11.643,1.0490228755318629e-43,False,False,,CL0198,1.3786637444055907e-43,True,True,SPT6_acidic,HHH_7
PF13625,PF16203,23,23,24,76215,0.007,0.9583,3175.625,11.633,3.21526694647413e-89,False,False,,CL0023,1.4841201698054367e-88,True,True,Helicase_C_3,ERCC3_RAD25_C
PF03807,PF14748,23,23,24,76215,0.007,0.9583,3175.625,11.633,3.21526694647413e-89,False,False,CL0063,CL0106,1.4841201698054367e-88,True,True,F420_oxidored,P5CR_dimer
PF00108,PF02803,23,24,23,76215,0.007,0.9583,3175.625,11.633,3.21526694647413e-89,False,True,CL0046,CL0046,1.4841201698054367e-88,True,False,Thiolase_N,Thiolase_C
PF02879,PF02880,22,22,24,76215,0.007,0.9167,3175.625,11.633,1.224904172263517e-84,False,True,CL0754,CL0754,3.5801253220211677e-84,True,False,PGM_PMM_II,PGM_PMM_III
PF08953,PF16300,20,20,24,76215,0.006,0.8333,3175.625,11.633,5.92608825338976e-76,False,True,CL0186,CL0186,1.4040841339017367e-75,True,False,DUF1899,WD40_4
PF10602,PF21154,19,24,19,76215,0.006,0.7917,3175.625,11.633,9.030884411105718e-72,False,False,CL0020,,1.8807096283925803e-71,True,True,RPN7,RPN7_PSMD6_C
PF08164,PF13339,14,16,21,76215,0.004,0.6087,3175.625,11.633,5.457231345917053e-51,False,False,,,7.787227387105013e-51,True,True,TRAUB,AATF-Che1
PF26291,PF26292,11,12,22,76215,0.003,0.4783,3175.625,11.633,6.708154813973785e-40,False,False,CL0906,CL0178,8.570587669498995e-40,True,True,SWIB_eIF2D,PUA_elF2D
PF03054,PF20258,5,20,6,76215,0.002,0.2381,3175.625,11.633,4.3406995987112734e-18,False,False,CL0039,CL0740,4.621532484141257e-18,True,True,tRNA_Me_trans,tRNA_Me_trans_C
PF17781,PF18051,22,23,23,76215,0.007,0.9167,3169.622,11.63,2.3477035235580656e-84,False,False,CL0020,,6.822309279591001e-84,True,True,RPN1_RPN2_N,RPN1_C
PF03484,PF17759,22,23,23,76215,0.007,0.9167,3169.622,11.63,2.3477035235580656e-84,False,False,CL0123,CL0040,6.822309279591001e-84,True,True,B5,tRNA_synthFbeta
PF07718,PF14806,22,23,23,76215,0.007,0.9167,3169.622,11.63,2.3477035235580656e-84,False,False,CL0159,CL0545,6.822309279591001e-84,True,True,Coatamer_beta_C,Coatomer_b_Cpla
PF11362,PF16740,21,23,22,76215,0.007,0.875,3163.073,11.627,8.555067587735773e-80,False,False,CL0123,,2.184211185131865e-79,True,True,DUF3161,SKA2
PF03483,PF17759,21,22,23,76215,0.007,0.875,3163.073,11.627,8.555067587735773e-80,False,False,CL0383,CL0040,2.184211185131865e-79,True,True,B3_4,tRNA_synthFbeta
PF17759,PF18262,21,23,22,76215,0.007,0.875,3163.073,11.627,8.555067587735773e-80,False,False,CL0040,CL0123,2.184211185131865e-79,True,True,tRNA_synthFbeta,PhetRS_B1
PF11916,PF12755,21,22,23,76215,0.007,0.875,3163.073,11.627,8.555067587735773e-80,False,False,,CL0020,2.184211185131865e-79,True,True,Vac14_Fig4_bd,Vac14_Fab1_bd
PF23025,PF23128,20,21,23,76215,0.006,0.8333,3155.901,11.624,2.0740531133959966e-75,False,True,CL0522,CL0522,4.868397540591533e-75,True,False,YbjQ_2,C2CD5_C
PF02190,PF05362,20,23,21,76215,0.006,0.8333,3155.901,11.624,2.0740531133959966e-75,False,False,CL0178,CL0329,4.868397540591533e-75,True,True,LON_substr_bdg,Lon_C
PF09732,PF10312,20,22,22,76215,0.006,0.8333,3149.38,11.621,2.975778140665613e-75,False,False,,,6.931274007642674e-75,True,True,CactinC_cactus,Cactin_mid
PF02207,PF18995,19,21,22,76215,0.006,0.7917,3134.383,11.614,6.870811078089464e-71,False,False,CL0782,,1.4000549087789298e-70,True,True,zf-UBR,PRT6_C
PF13374,PF13424,13,17,19,76215,0.004,0.5652,3067.477,11.583,1.3744553992776672e-46,False,True,CL0020,CL0020,1.8579691736664178e-46,True,False,TPR_10,TPR_12
PF00387,PF00388,25,25,25,76215,0.008,1.0,3048.6,11.574,1.3846627121897378e-97,True,True,CL0036,CL0036,7.082362656267781e-97,True,False,PI-PLC-Y,PI-PLC-X
PF01381,PF08523,22,25,22,76215,0.007,0.88,3048.6,11.574,1.0207534768862638e-83,False,False,CL0123,,2.9549154187491462e-83,True,True,HTH_3,MBF1
PF00483,PF25087,21,25,21,76215,0.007,0.84,3048.6,11.574,1.9443822604468e-79,False,False,CL0110,CL0536,4.9392529233497575e-79,True,True,NTP_transferase,GMPPB_C
PF03378,PF08506,11,23,12,76215,0.004,0.4583,3037.554,11.569,1.2857142044416711e-39,False,True,CL0020,CL0020,1.6371499625943568e-39,True,False,CAS_CSE1,Cse1
PF01170,PF25904,21,24,22,76215,0.007,0.84,3031.278,11.566,6.843968326896561e-79,False,False,CL0063,,1.7298444151788637e-78,True,True,UPF0020,Tmrp11_N
PF05362,PF22667,5,21,6,76215,0.002,0.2273,3024.405,11.562,5.697105916275031e-18,False,False,CL0329,CL0671,6.0571758126688185e-18,True,True,Lon_C,Lon_lid
PF00205,PF02776,5,6,21,76215,0.002,0.2273,3024.405,11.562,5.697105916275031e-18,False,False,CL0063,CL0254,6.0571758126688185e-18,True,True,TPP_enzyme_M,TPP_enzyme_N
PF00620,PF13716,22,22,26,76215,0.008,0.8462,2931.346,11.517,6.634897599760718e-83,False,False,CL0409,CL0512,1.8741110011264414e-82,True,True,RhoGAP,CRAL_TRIO_2
PF00940,PF14700,22,22,26,76215,0.008,0.8462,2931.346,11.517,6.634897599760718e-83,False,False,,,1.8741110011264414e-82,True,True,RNA_pol,RPOL_N
PF01406,PF09190,12,26,12,76215,0.004,0.4615,2931.346,11.517,1.2053171405337868e-43,False,False,CL0039,CL0258,1.5799568404919075e-43,True,True,tRNA-synt_1e,DALR_2
PF03849,PF18307,22,25,23,76215,0.008,0.8462,2916.052,11.51,2.347644576997378e-82,False,False,,,6.606568567981469e-82,True,True,Tfb2,Tfb2_C
PF01191,PF03871,21,23,24,76215,0.007,0.8077,2899.484,11.502,7.870267769000711e-78,False,False,,CL0236,1.928088252794025e-77,True,True,RNA_pol_Rpb5_C,RNA_pol_Rpb5_N
PF11262,PF16134,5,22,6,76215,0.002,0.2174,2886.932,11.495,7.372644670783147e-18,False,False,,,7.833111601098727e-18,True,True,Tho2,THOC2_N
PF00387,PF12814,14,25,15,76215,0.005,0.5385,2845.36,11.474,2.6150194383389975e-50,False,False,CL0036,CL0266,3.696675471190702e-50,True,True,PI-PLC-Y,Mcp5_PH
PF00388,PF12814,14,25,15,76215,0.005,0.5385,2845.36,11.474,2.6150194383389975e-50,False,False,CL0036,CL0266,3.696675471190702e-50,True,True,PI-PLC-X,Mcp5_PH
PF01588,PF21972,22,22,27,76215,0.008,0.8148,2822.778,11.463,3.58284470387079e-82,False,False,CL0021,CL0497,9.634861246288413e-82,True,True,tRNA_bind,Arc1p_N_like
PF05879,PF20428,8,24,9,76215,0.003,0.32,2822.778,11.463,2.3446793195570925e-28,False,False,CL0023,,2.7015559283176853e-28,True,True,RHD3_GTPase,Sey1_3HB
PF00043,PF00647,11,14,22,76215,0.004,0.44,2721.964,11.41,2.0342684944448645e-38,False,False,CL0497,,2.555919087626162e-38,True,True,GST_C,EF1G
PF02985,PF18808,20,27,22,76215,0.008,0.6897,2566.162,11.325,1.1438311512433308e-71,False,True,CL0020,CL0020,2.3722744698389078e-71,True,False,HEAT,Importin_rep_4
PF02985,PF18829,20,27,22,76215,0.008,0.6897,2566.162,11.325,1.1438311512433308e-71,False,True,CL0020,CL0020,2.3722744698389078e-71,True,False,HEAT,Importin_rep_6
PF02985,PF25780,20,27,22,76215,0.008,0.6897,2566.162,11.325,1.1438311512433308e-71,False,True,CL0020,CL0020,2.3722744698389078e-71,True,False,HEAT,TPR_IPO5
PF00189,PF07650,20,31,20,76215,0.008,0.6452,2458.548,11.264,4.722149551184053e-72,False,False,,CL0007,9.957290279237682e-72,True,True,Ribosomal_S3_C,KH_2
PF00514,PF01749,22,32,22,76215,0.009,0.6875,2381.719,11.218,2.8630910122487436e-79,False,True,CL0020,CL0020,7.248695305258525e-79,True,False,Arm,IBB
PF00514,PF16186,22,32,22,76215,0.009,0.6875,2381.719,11.218,2.8630910122487436e-79,False,True,CL0020,CL0020,7.248695305258525e-79,True,False,Arm,Arm_3
PF00515,PF13432,6,32,6,76215,0.003,0.1875,2381.719,11.218,3.3296261425928297e-21,False,True,CL0020,CL0020,3.626657539486003e-21,True,False,TPR_1,TPR_16
PF03485,PF05746,20,21,31,76215,0.009,0.625,2341.475,11.193,9.915150617757838e-71,False,False,,CL0258,2.0122705141133198e-70,True,True,Arg_tRNA_synt_N,DALR_1
PF00037,PF04068,22,22,33,76215,0.01,0.6667,2309.545,11.173,8.589273036746234e-79,False,True,CL0344,CL0344,2.1673598962722994e-78,True,False,Fer4,Fer4_RLI
PF13180,PF13365,11,11,33,76215,0.005,0.3333,2309.545,11.173,1.5338663526712524e-38,False,False,CL0466,CL0124,1.9287987192228208e-38,True,True,PDZ_2,Trypsin_2
PF00533,PF08519,24,34,24,76215,0.011,0.7059,2241.618,11.13,5.533546491687213e-86,False,False,CL0459,,1.6755578776828882e-85,True,True,BRCT,RFC1
PF16415,PF16417,18,28,22,76215,0.008,0.5625,2227.062,11.121,8.175604028822511e-62,False,True,CL0020,CL0020,1.3468840587200525e-61,True,False,CNOT1_CAF1_bind,CNOT1_TTP_bind
PF02656,PF03105,8,20,14,76215,0.004,0.3077,2177.571,11.089,1.3391035069258396e-26,False,False,,,1.5289613193708304e-26,True,True,DUF202,SPX
PF13405,PF21550,10,16,22,76215,0.005,0.3571,2165.199,11.08,2.8407467750415062e-33,False,True,CL0220,CL0220,3.399913531551653e-33,True,False,EF-hand_6,MTIP_N
PF13365,PF17815,13,33,14,76215,0.006,0.3824,2144.578,11.066,1.7080549497509072e-44,False,False,CL0124,CL0466,2.2545729676746937e-44,True,True,Trypsin_2,PDZ_3
PF05843,PF23240,20,21,35,76215,0.01,0.5556,2073.878,11.018,3.8031599007572646e-69,False,True,CL0020,CL0020,7.353747241055554e-69,True,False,Suf,HAT_PRP39_N
PF04419,PF12907,36,36,38,76215,0.018,0.9474,2005.658,10.97,4.6518382552043725e-132,False,False,,CL0361,3.1868249404431765e-131,True,True,SERF-like_N,zf-met2
PF14260,PF24055,22,22,38,76215,0.011,0.5789,2005.658,10.97,9.870230967514831e-77,False,False,,,2.3811299404543774e-76,True,True,zf-C4pol,POL3_N
PF01846,PF25432,22,38,22,76215,0.011,0.5789,2005.658,10.97,9.870230967514831e-77,False,True,CL0584,CL0584,2.3811299404543774e-76,True,False,FF,FF_PRPF40A
PF00651,PF01344,16,17,36,76215,0.008,0.4324,1992.549,10.96,2.0081157051217727e-54,False,False,CL0033,CL0186,2.98946625128256e-54,True,True,BTB,Kelch_1
PF07462,PF12946,22,22,39,76215,0.011,0.5641,1954.231,10.932,2.264347104312226e-76,False,False,,CL0001,5.4329976480645176e-76,True,True,MSP1_C,EGF_MSP1_1
PF13899,PF14555,10,12,33,76215,0.005,0.2857,1924.621,10.91,3.352345185126648e-33,False,False,CL0172,CL0214,4.009044715862358e-33,True,True,Thioredoxin_7,UBA_4
PF04851,PF13625,23,40,23,76215,0.012,0.575,1905.375,10.896,1.1887428526569247e-79,False,False,CL0023,,3.02480114104636e-79,True,True,ResIII,Helicase_C_3
PF11831,PF13921,22,22,40,76215,0.012,0.55,1905.375,10.896,5.031882454027169e-76,False,False,,CL0123,1.194086212444692e-75,True,True,Myb_Cef,Myb_DNA-bind_6
PF01883,PF06155,20,40,20,76215,0.01,0.5,1905.375,10.896,7.68765946932764e-69,False,False,CL0232,,1.4714432916007645e-68,True,True,FeS_assembly_P,GBBH-like_N
PF03464,PF03465,41,41,41,76215,0.022,1.0,1858.902,10.86,2.3197636053103033e-151,True,False,CL0267,CL0101,1.9955239195680676e-150,True,False,eRF1_2,eRF1_3
PF03463,PF03464,22,22,41,76215,0.012,0.5366,1858.902,10.86,1.0858272663953363e-75,False,True,CL0267,CL0267,2.5566757096773545e-75,True,False,eRF1_1,eRF1_2
PF03463,PF03465,22,22,41,76215,0.012,0.5366,1858.902,10.86,1.0858272663953363e-75,False,False,CL0267,CL0101,2.5566757096773545e-75,True,True,eRF1_1,eRF1_3
PF00366,PF16205,22,41,22,76215,0.012,0.5366,1858.902,10.86,1.0858272663953363e-75,False,False,CL0021,,2.5566757096773545e-75,True,True,Ribosomal_S17,Ribosomal_S17_N
PF13432,PF17830,6,6,41,76215,0.003,0.1463,1858.902,10.86,1.65211026273027e-20,False,False,CL0020,,1.7930429661459706e-20,True,True,TPR_16,STI1-HOP_DP
PF00651,PF24981,14,17,34,76215,0.008,0.3784,1846.038,10.85,3.69983122604013e-46,False,False,CL0033,CL0186,4.974728664498008e-46,True,True,BTB,Beta-prop_ATRN-LZTR1
PF01535,PF13812,16,37,18,76215,0.009,0.4103,1830.991,10.838,3.1834324690308116e-53,False,True,CL0020,CL0020,4.6793366583617955e-53,True,False,PPR,PPR_3
PF04851,PF16203,23,40,24,76215,0.013,0.561,1825.984,10.834,2.852372810604635e-78,False,True,CL0023,CL0023,7.138004025215566e-78,True,False,ResIII,ERCC3_RAD25_C
PF00382,PF07741,22,40,23,76215,0.012,0.5366,1822.533,10.832,1.1570714409986645e-74,False,False,CL0065,,2.587601420490366e-74,True,True,TFIIB,BRF1
PF01433,PF11940,22,42,22,76215,0.012,0.5238,1814.643,10.825,2.280237259430206e-75,False,False,CL0126,CL0159,5.327591374656376e-75,True,True,Peptidase_M1,DUF3458
PF01433,PF17432,22,42,22,76215,0.012,0.5238,1814.643,10.825,2.280237259430206e-75,False,False,CL0126,CL0020,5.327591374656376e-75,True,True,Peptidase_M1,DUF3458_C
PF01433,PF17900,22,42,22,76215,0.012,0.5238,1814.643,10.825,2.280237259430206e-75,False,False,CL0126,CL0672,5.327591374656376e-75,True,True,Peptidase_M1,Peptidase_M1_N
PF13414,PF13432,6,42,6,76215,0.003,0.1429,1814.643,10.825,1.9274619731853142e-20,False,True,CL0020,CL0020,2.0903849766494023e-20,True,False,TPR_11,TPR_16
PF06762,PF25179,39,40,41,76215,0.022,0.9286,1812.43,10.824,2.692112693268194e-140,False,False,CL0131,,2.0379293088040226e-139,True,True,LMF1,LMF1_C
PF24652,PF24656,38,39,41,76215,0.021,0.9048,1811.238,10.823,6.664919592636841e-136,False,False,CL0659,CL0125,4.715274889370176e-135,True,True,CEP76_C,CEPT76_peptidase
PF03950,PF20974,43,43,43,76215,0.024,1.0,1772.442,10.792,7.220273599698218e-158,True,True,CL0733,CL0733,6.832183893714439e-157,True,False,tRNA-synt_1c_C,tRNA-synt_1c_C2
PF00609,PF00781,42,43,42,76215,0.024,0.9767,1772.442,10.792,5.499899009098128e-153,False,False,CL0701,CL0240,4.813206416054663e-152,True,True,DAGK_acc,DAGK_cat
PF04406,PF21180,40,40,43,76215,0.023,0.9302,1772.442,10.792,5.318910578298821e-144,False,False,,CL0413,4.238331902918114e-143,True,True,TP6A_N,TOP6A-Spo11_Toprim
PF23220,PF23231,24,24,43,76215,0.014,0.5581,1772.442,10.792,3.3779564149662317e-82,False,True,CL0020,CL0020,9.109685106967216e-82,True,False,HAT_Syf1_M,HAT_Syf1_CNRKL1_C
PF17832,PF26292,22,43,22,76215,0.012,0.5116,1772.442,10.792,4.669057245499948e-75,False,False,CL0668,CL0178,1.075944089754478e-74,True,True,Pre-PUA,PUA_elF2D
PF01119,PF16413,22,43,22,76215,0.012,0.5116,1772.442,10.792,4.669057245499948e-75,False,False,CL0329,,1.075944089754478e-74,True,True,DNA_mis_repair,Mlh1_C
PF21884,PF23082,22,43,22,76215,0.012,0.5116,1772.442,10.792,4.669057245499948e-75,False,False,,CL0123,1.075944089754478e-74,True,True,ZUO1-like_ZHD,Myb_DNA-binding_2
PF06544,PF08572,22,43,22,76215,0.012,0.5116,1772.442,10.792,4.669057245499948e-75,False,False,CL0622,,1.075944089754478e-74,True,True,Prp3_C,PRP3
PF02881,PF02978,22,43,22,76215,0.012,0.5116,1772.442,10.792,4.669057245499948e-75,False,False,,CL0123,1.075944089754478e-74,True,True,SRP54_N,SRP_SPB
PF04000,PF09368,22,43,22,76215,0.012,0.5116,1772.442,10.792,4.669057245499948e-75,False,False,,,1.075944089754478e-74,True,True,Sas10_Utp3,Sas10
PF00542,PF16320,21,43,21,76215,0.012,0.4884,1772.442,10.792,1.6170643080164679e-71,False,False,,,3.3400209581677113e-71,True,True,Ribosomal_L12,Ribosomal_L12_N
PF02840,PF08799,21,21,43,76215,0.012,0.4884,1772.442,10.792,1.6170643080164679e-71,False,False,,CL0306,3.3400209581677113e-71,True,True,Prp18,PRP4
PF10557,PF26557,18,18,43,76215,0.01,0.4186,1772.442,10.792,5.183758068502838e-61,False,False,CL0123,,8.438935178186341e-61,True,True,Cullin_Nedd8,Cullin_AB
PF01778,PF04874,6,43,6,76215,0.003,0.1395,1772.442,10.792,2.2400233742423923e-20,False,False,,,2.427627336151025e-20,True,True,Ribosomal_L28e,Mak16
PF03464,PF26356,19,41,20,76215,0.011,0.4524,1765.957,10.786,1.0393912286805705e-63,False,False,CL0267,,1.768132944070094e-63,True,True,eRF1_2,Pelota_N
PF03465,PF26356,19,41,20,76215,0.011,0.4524,1765.957,10.786,1.0393912286805705e-63,False,False,CL0101,,1.768132944070094e-63,True,True,eRF1_3,Pelota_N
PF04561,PF04566,44,44,44,76215,0.025,1.0,1732.159,10.758,4.170719403281018e-161,True,False,,,4.2096461177116406e-160,True,False,RNA_pol_Rpb2_2,RNA_pol_Rpb2_4
PF13793,PF14572,44,44,44,76215,0.025,1.0,1732.159,10.758,4.170719403281018e-161,True,True,CL0533,CL0533,4.2096461177116406e-160,True,False,Pribosyltran_N,Pribosyl_synth
PF00298,PF03946,43,44,43,76215,0.025,0.9773,1732.159,10.758,3.1769203838672154e-156,False,False,,,2.9508327982668496e-155,True,True,Ribosomal_L11,Ribosomal_L11_N
PF01571,PF08669,43,44,43,76215,0.025,0.9773,1732.159,10.758,3.1769203838672154e-156,False,False,CL0289,CL0740,2.9508327982668496e-155,True,True,GCV_T,GCV_T_C
PF00448,PF02881,43,44,43,76215,0.025,0.9773,1732.159,10.758,3.1769203838672154e-156,False,False,CL0023,,2.9508327982668496e-155,True,True,SRP54,SRP54_N
PF02798,PF14497,33,44,33,76215,0.019,0.75,1732.159,10.758,5.237424416314302e-115,False,False,CL0172,CL0497,2.9368372467777233e-114,True,True,GST_N,GST_C_3
PF04053,PF23953,28,28,44,76215,0.016,0.6364,1732.159,10.758,2.5644914284461123e-96,False,False,CL0186,CL0020,1.302899336465575e-95,True,True,B-prop_COPA_B_2nd,TPR_COPA_B
PF04561,PF04567,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,,,2.0914061152919884e-74,True,True,RNA_pol_Rpb2_2,RNA_pol_Rpb2_5
PF04566,PF04567,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,,,2.0914061152919884e-74,True,True,RNA_pol_Rpb2_4,RNA_pol_Rpb2_5
PF15985,PF21266,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0007,CL0021,2.0914061152919884e-74,True,True,KH_6,S1_RRP4
PF06858,PF17835,22,22,44,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0023,CL0669,2.0914061152919884e-74,True,True,NOG1,NOG1_N
PF08155,PF17835,22,22,44,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,,CL0669,2.0914061152919884e-74,True,True,NOGCT,NOG1_N
PF06957,PF23953,22,22,44,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,True,CL0020,CL0020,2.0914061152919884e-74,True,False,COPI_C,TPR_COPA_B
PF04564,PF10408,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0229,CL0020,2.0914061152919884e-74,True,True,U-box,Ufd2P_core
PF00549,PF02629,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0506,CL0063,2.0914061152919884e-74,True,True,Ligase_CoA,CoA_binding
PF18590,PF18591,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,,,2.0914061152919884e-74,True,True,IMP2_N,IMP2_C
PF01472,PF08068,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0178,CL0649,2.0914061152919884e-74,True,True,PUA,DKCLD
PF01472,PF16198,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0178,CL0649,2.0914061152919884e-74,True,True,PUA,TruB_C_2
PF01509,PF08068,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,True,CL0649,CL0649,2.0914061152919884e-74,True,False,TruB_N,DKCLD
PF01509,PF16198,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,True,CL0649,CL0649,2.0914061152919884e-74,True,False,TruB_N,TruB_C_2
PF00476,PF13481,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,,CL0023,2.0914061152919884e-74,True,True,DNA_pol_A,AAA_25
PF00448,PF02978,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0023,CL0123,2.0914061152919884e-74,True,True,SRP54,SRP_SPB
PF00549,PF08442,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0506,CL0179,2.0914061152919884e-74,True,True,Ligase_CoA,ATP-grasp_2
PF03493,PF07885,22,22,44,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0582,CL0030,2.0914061152919884e-74,True,True,BK_channel_a,Ion_trans_2
PF15985,PF21262,22,44,22,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,CL0007,CL0021,2.0914061152919884e-74,True,True,KH_6,RRP40_S1
PF00647,PF02798,22,22,44,76215,0.013,0.5,1732.159,10.758,9.338114490999895e-75,False,False,,CL0172,2.0914061152919884e-74,True,True,EF1G,GST_N
PF00448,PF04086,21,44,21,76215,0.012,0.4773,1732.159,10.758,3.093514328379331e-71,False,False,CL0023,CL0431,6.363560724410743e-71,True,True,SRP54,SRP-alpha_N
PF06155,PF10609,20,20,44,76215,0.012,0.4545,1732.159,10.758,9.821263510452629e-68,False,False,,CL0023,1.8540390217986634e-67,True,True,GBBH-like_N,ParA
PF01873,PF02020,17,44,17,76215,0.01,0.3864,1732.159,10.758,2.4757333164339452e-57,False,False,CL0123,CL0020,3.7784881462510006e-57,True,True,eIF-5_eIF-2B,W2
